filepath,label,split,subject
features/mel_dd_2c_coswara/long/VcmjCfW6ddgE9lFhDXTO6hDlb452_deep.npy,long,train,VcmjCfW6ddgE9lFhDXTO6hDlb452
features/mel_dd_2c_coswara/short/20200413_VcmjCfW6ddgE9lFhDXTO6hDlb452_shallow.npy,short,train,VcmjCfW6ddgE9lFhDXTO6hDlb452
features/mel_dd_2c_coswara/long/20200413_VrBIdIVnQkPbR9D2Gi7WCb17ST62_deep.npy,long,val,VrBIdIVnQkPbR9D2Gi7WCb17ST62
features/mel_dd_2c_coswara/long/VrBIdIVnQkPbR9D2Gi7WCb17ST62_deep.npy,long,val,VrBIdIVnQkPbR9D2Gi7WCb17ST62
features/mel_dd_2c_coswara/short/20200413_VrBIdIVnQkPbR9D2Gi7WCb17ST62_shallow.npy,short,val,VrBIdIVnQkPbR9D2Gi7WCb17ST62
features/mel_dd_2c_coswara/long/20200413_XUsJp0qysAPtu3vBI0UCiHRJhZ22_deep.npy,long,train,XUsJp0qysAPtu3vBI0UCiHRJhZ22
features/mel_dd_2c_coswara/long/XUsJp0qysAPtu3vBI0UCiHRJhZ22_deep.npy,long,train,XUsJp0qysAPtu3vBI0UCiHRJhZ22
features/mel_dd_2c_coswara/short/20200413_XUsJp0qysAPtu3vBI0UCiHRJhZ22_shallow.npy,short,train,XUsJp0qysAPtu3vBI0UCiHRJhZ22
features/mel_dd_2c_coswara/long/20200413_XVjp63ocWZRqJRdxCtklUfmdklm2_deep.npy,long,test,XVjp63ocWZRqJRdxCtklUfmdklm2
features/mel_dd_2c_coswara/long/XVjp63ocWZRqJRdxCtklUfmdklm2_deep.npy,long,test,XVjp63ocWZRqJRdxCtklUfmdklm2
features/mel_dd_2c_coswara/short/20200413_XVjp63ocWZRqJRdxCtklUfmdklm2_shallow.npy,short,test,XVjp63ocWZRqJRdxCtklUfmdklm2
features/mel_dd_2c_coswara/long/20200413_aGEXEhp3mbUandZBtCuEooDQrK53_deep.npy,long,test,aGEXEhp3mbUandZBtCuEooDQrK53
features/mel_dd_2c_coswara/long/aGEXEhp3mbUandZBtCuEooDQrK53_deep.npy,long,test,aGEXEhp3mbUandZBtCuEooDQrK53
features/mel_dd_2c_coswara/short/20200413_aGEXEhp3mbUandZBtCuEooDQrK53_shallow.npy,short,test,aGEXEhp3mbUandZBtCuEooDQrK53
features/mel_dd_2c_coswara/long/20200413_bjA2KpSxneNskrLBeqi4bqoTDQl2_deep.npy,long,val,bjA2KpSxneNskrLBeqi4bqoTDQl2
features/mel_dd_2c_coswara/long/bjA2KpSxneNskrLBeqi4bqoTDQl2_deep.npy,long,val,bjA2KpSxneNskrLBeqi4bqoTDQl2
features/mel_dd_2c_coswara/short/20200413_bjA2KpSxneNskrLBeqi4bqoTDQl2_shallow.npy,short,val,bjA2KpSxneNskrLBeqi4bqoTDQl2
features/mel_dd_2c_coswara/long/20200413_cfZUmZvsecYVKw5eSi4qIhfJVpI3_deep.npy,long,train,cfZUmZvsecYVKw5eSi4qIhfJVpI3
features/mel_dd_2c_coswara/long/cfZUmZvsecYVKw5eSi4qIhfJVpI3_deep.npy,long,train,cfZUmZvsecYVKw5eSi4qIhfJVpI3
features/mel_dd_2c_coswara/short/20200413_cfZUmZvsecYVKw5eSi4qIhfJVpI3_shallow.npy,short,train,cfZUmZvsecYVKw5eSi4qIhfJVpI3
features/mel_dd_2c_coswara/long/20200413_eP8gEM0KcBU6S5JpMdycX74KP3p2_deep.npy,long,test,eP8gEM0KcBU6S5JpMdycX74KP3p2
features/mel_dd_2c_coswara/long/eP8gEM0KcBU6S5JpMdycX74KP3p2_deep.npy,long,test,eP8gEM0KcBU6S5JpMdycX74KP3p2
features/mel_dd_2c_coswara/short/20200413_eP8gEM0KcBU6S5JpMdycX74KP3p2_shallow.npy,short,test,eP8gEM0KcBU6S5JpMdycX74KP3p2
features/mel_dd_2c_coswara/long/20200413_eZ9KEu3fmEgvxINqgcbkBXoEsv53_deep.npy,long,val,eZ9KEu3fmEgvxINqgcbkBXoEsv53
features/mel_dd_2c_coswara/long/eZ9KEu3fmEgvxINqgcbkBXoEsv53_deep.npy,long,val,eZ9KEu3fmEgvxINqgcbkBXoEsv53
features/mel_dd_2c_coswara/short/20200413_eZ9KEu3fmEgvxINqgcbkBXoEsv53_shallow.npy,short,val,eZ9KEu3fmEgvxINqgcbkBXoEsv53
features/mel_dd_2c_coswara/long/20200413_g6L8s5Dtq8eIYUTeRWHq0Q7w5L32_deep.npy,long,train,g6L8s5Dtq8eIYUTeRWHq0Q7w5L32
features/mel_dd_2c_coswara/long/g6L8s5Dtq8eIYUTeRWHq0Q7w5L32_deep.npy,long,train,g6L8s5Dtq8eIYUTeRWHq0Q7w5L32
features/mel_dd_2c_coswara/short/20200413_g6L8s5Dtq8eIYUTeRWHq0Q7w5L32_shallow.npy,short,train,g6L8s5Dtq8eIYUTeRWHq0Q7w5L32
features/mel_dd_2c_coswara/long/20200413_hRB1GYdlKAgCnwg4xFzAUE3SiUG2_deep.npy,long,train,hRB1GYdlKAgCnwg4xFzAUE3SiUG2
features/mel_dd_2c_coswara/long/hRB1GYdlKAgCnwg4xFzAUE3SiUG2_deep.npy,long,train,hRB1GYdlKAgCnwg4xFzAUE3SiUG2
features/mel_dd_2c_coswara/short/20200413_hRB1GYdlKAgCnwg4xFzAUE3SiUG2_shallow.npy,short,train,hRB1GYdlKAgCnwg4xFzAUE3SiUG2
features/mel_dd_2c_coswara/long/20200413_htQzROl26OWQpIYFDzv11F79PLR2_deep.npy,long,train,htQzROl26OWQpIYFDzv11F79PLR2
features/mel_dd_2c_coswara/long/htQzROl26OWQpIYFDzv11F79PLR2_deep.npy,long,train,htQzROl26OWQpIYFDzv11F79PLR2
features/mel_dd_2c_coswara/short/20200413_htQzROl26OWQpIYFDzv11F79PLR2_shallow.npy,short,train,htQzROl26OWQpIYFDzv11F79PLR2
features/mel_dd_2c_coswara/long/20200413_iq8oYXczSjPuJoVS7DBpkGNMC2p1_deep.npy,long,test,iq8oYXczSjPuJoVS7DBpkGNMC2p1
features/mel_dd_2c_coswara/long/iq8oYXczSjPuJoVS7DBpkGNMC2p1_deep.npy,long,test,iq8oYXczSjPuJoVS7DBpkGNMC2p1
features/mel_dd_2c_coswara/short/20200413_iq8oYXczSjPuJoVS7DBpkGNMC2p1_shallow.npy,short,test,iq8oYXczSjPuJoVS7DBpkGNMC2p1
features/mel_dd_2c_coswara/long/20200413_jRjAYMmAQee5uVm5fU8yVnpuvs33_deep.npy,long,train,jRjAYMmAQee5uVm5fU8yVnpuvs33
features/mel_dd_2c_coswara/long/jRjAYMmAQee5uVm5fU8yVnpuvs33_deep.npy,long,train,jRjAYMmAQee5uVm5fU8yVnpuvs33
features/mel_dd_2c_coswara/short/20200413_jRjAYMmAQee5uVm5fU8yVnpuvs33_shallow.npy,short,train,jRjAYMmAQee5uVm5fU8yVnpuvs33
features/mel_dd_2c_coswara/long/20200413_kIHldMnyvmXvpLq0LjWr7ecclSj2_deep.npy,long,train,kIHldMnyvmXvpLq0LjWr7ecclSj2
features/mel_dd_2c_coswara/long/kIHldMnyvmXvpLq0LjWr7ecclSj2_deep.npy,long,train,kIHldMnyvmXvpLq0LjWr7ecclSj2
features/mel_dd_2c_coswara/short/20200413_kIHldMnyvmXvpLq0LjWr7ecclSj2_shallow.npy,short,train,kIHldMnyvmXvpLq0LjWr7ecclSj2
features/mel_dd_2c_coswara/long/20200413_l3umDXECeOUTZH8pFN19c2WM4m43_deep.npy,long,val,l3umDXECeOUTZH8pFN19c2WM4m43
features/mel_dd_2c_coswara/long/l3umDXECeOUTZH8pFN19c2WM4m43_deep.npy,long,val,l3umDXECeOUTZH8pFN19c2WM4m43
features/mel_dd_2c_coswara/short/20200413_l3umDXECeOUTZH8pFN19c2WM4m43_shallow.npy,short,val,l3umDXECeOUTZH8pFN19c2WM4m43
features/mel_dd_2c_coswara/long/20200413_l8qDG3sN6tczDZGHbgPje0suopx1_deep.npy,long,test,l8qDG3sN6tczDZGHbgPje0suopx1
features/mel_dd_2c_coswara/long/l8qDG3sN6tczDZGHbgPje0suopx1_deep.npy,long,test,l8qDG3sN6tczDZGHbgPje0suopx1
features/mel_dd_2c_coswara/short/20200413_l8qDG3sN6tczDZGHbgPje0suopx1_shallow.npy,short,test,l8qDG3sN6tczDZGHbgPje0suopx1
features/mel_dd_2c_coswara/long/20200413_mFQ65xqfxpXiS6vwK1HKwq7j8o62_deep.npy,long,val,mFQ65xqfxpXiS6vwK1HKwq7j8o62
features/mel_dd_2c_coswara/long/mFQ65xqfxpXiS6vwK1HKwq7j8o62_deep.npy,long,val,mFQ65xqfxpXiS6vwK1HKwq7j8o62
features/mel_dd_2c_coswara/short/20200413_mFQ65xqfxpXiS6vwK1HKwq7j8o62_shallow.npy,short,val,mFQ65xqfxpXiS6vwK1HKwq7j8o62
features/mel_dd_2c_coswara/long/20200413_maTMkkXbqOhLPOYLpGyMPPigDFt1_deep.npy,long,train,maTMkkXbqOhLPOYLpGyMPPigDFt1
features/mel_dd_2c_coswara/long/maTMkkXbqOhLPOYLpGyMPPigDFt1_deep.npy,long,train,maTMkkXbqOhLPOYLpGyMPPigDFt1
features/mel_dd_2c_coswara/short/20200413_maTMkkXbqOhLPOYLpGyMPPigDFt1_shallow.npy,short,train,maTMkkXbqOhLPOYLpGyMPPigDFt1
features/mel_dd_2c_coswara/long/20200413_n4t5cgNQKXO3F8KP55vWOgYWcXC3_deep.npy,long,train,n4t5cgNQKXO3F8KP55vWOgYWcXC3
features/mel_dd_2c_coswara/long/n4t5cgNQKXO3F8KP55vWOgYWcXC3_deep.npy,long,train,n4t5cgNQKXO3F8KP55vWOgYWcXC3
features/mel_dd_2c_coswara/short/20200413_n4t5cgNQKXO3F8KP55vWOgYWcXC3_shallow.npy,short,train,n4t5cgNQKXO3F8KP55vWOgYWcXC3
features/mel_dd_2c_coswara/long/20200413_n7ewrIqB7wUuK1FZGGjef18jtb52_deep.npy,long,val,n7ewrIqB7wUuK1FZGGjef18jtb52
features/mel_dd_2c_coswara/long/n7ewrIqB7wUuK1FZGGjef18jtb52_deep.npy,long,val,n7ewrIqB7wUuK1FZGGjef18jtb52
features/mel_dd_2c_coswara/short/20200413_n7ewrIqB7wUuK1FZGGjef18jtb52_shallow.npy,short,val,n7ewrIqB7wUuK1FZGGjef18jtb52
features/mel_dd_2c_coswara/long/20200413_nMIOAh7qRFf3pqbchclOLKbPDOm1_deep.npy,long,test,nMIOAh7qRFf3pqbchclOLKbPDOm1
features/mel_dd_2c_coswara/long/nMIOAh7qRFf3pqbchclOLKbPDOm1_deep.npy,long,test,nMIOAh7qRFf3pqbchclOLKbPDOm1
features/mel_dd_2c_coswara/short/20200413_nMIOAh7qRFf3pqbchclOLKbPDOm1_shallow.npy,short,test,nMIOAh7qRFf3pqbchclOLKbPDOm1
features/mel_dd_2c_coswara/long/20200413_pW9mCAeWYiMoM7wW7riLvNRbYDO2_deep.npy,long,train,pW9mCAeWYiMoM7wW7riLvNRbYDO2
features/mel_dd_2c_coswara/long/pW9mCAeWYiMoM7wW7riLvNRbYDO2_deep.npy,long,train,pW9mCAeWYiMoM7wW7riLvNRbYDO2
features/mel_dd_2c_coswara/short/20200413_pW9mCAeWYiMoM7wW7riLvNRbYDO2_shallow.npy,short,train,pW9mCAeWYiMoM7wW7riLvNRbYDO2
features/mel_dd_2c_coswara/long/20200413_qHN6U03r3TRKVZ83fmWDDQvtDuz1_deep.npy,long,train,qHN6U03r3TRKVZ83fmWDDQvtDuz1
features/mel_dd_2c_coswara/long/qHN6U03r3TRKVZ83fmWDDQvtDuz1_deep.npy,long,train,qHN6U03r3TRKVZ83fmWDDQvtDuz1
features/mel_dd_2c_coswara/short/20200413_qHN6U03r3TRKVZ83fmWDDQvtDuz1_shallow.npy,short,train,qHN6U03r3TRKVZ83fmWDDQvtDuz1
features/mel_dd_2c_coswara/long/20200413_tFFUbYL9nSNEyaBK3w9UAtATcgO2_deep.npy,long,train,tFFUbYL9nSNEyaBK3w9UAtATcgO2
features/mel_dd_2c_coswara/long/tFFUbYL9nSNEyaBK3w9UAtATcgO2_deep.npy,long,train,tFFUbYL9nSNEyaBK3w9UAtATcgO2
features/mel_dd_2c_coswara/short/20200413_tFFUbYL9nSNEyaBK3w9UAtATcgO2_shallow.npy,short,train,tFFUbYL9nSNEyaBK3w9UAtATcgO2
features/mel_dd_2c_coswara/long/20200413_tOlOwYDEHCRx1QegeMOPaydVcgv1_deep.npy,long,test,tOlOwYDEHCRx1QegeMOPaydVcgv1
features/mel_dd_2c_coswara/long/tOlOwYDEHCRx1QegeMOPaydVcgv1_deep.npy,long,test,tOlOwYDEHCRx1QegeMOPaydVcgv1
features/mel_dd_2c_coswara/short/20200413_tOlOwYDEHCRx1QegeMOPaydVcgv1_shallow.npy,short,test,tOlOwYDEHCRx1QegeMOPaydVcgv1
features/mel_dd_2c_coswara/long/20200413_tiKv850hJFTmpCAvfJOmOOqkeUs1_deep.npy,long,train,tiKv850hJFTmpCAvfJOmOOqkeUs1
features/mel_dd_2c_coswara/long/tiKv850hJFTmpCAvfJOmOOqkeUs1_deep.npy,long,train,tiKv850hJFTmpCAvfJOmOOqkeUs1
features/mel_dd_2c_coswara/short/20200413_tiKv850hJFTmpCAvfJOmOOqkeUs1_shallow.npy,short,train,tiKv850hJFTmpCAvfJOmOOqkeUs1
features/mel_dd_2c_coswara/long/20200413_uMry1yqi5sNoykw7ySJdITMv2yT2_deep.npy,long,train,uMry1yqi5sNoykw7ySJdITMv2yT2
features/mel_dd_2c_coswara/long/uMry1yqi5sNoykw7ySJdITMv2yT2_deep.npy,long,train,uMry1yqi5sNoykw7ySJdITMv2yT2
features/mel_dd_2c_coswara/short/20200413_uMry1yqi5sNoykw7ySJdITMv2yT2_shallow.npy,short,train,uMry1yqi5sNoykw7ySJdITMv2yT2
features/mel_dd_2c_coswara/long/20200413_vK2bLRNzllXNeyOMudnNSL5cfpG2_deep.npy,long,test,vK2bLRNzllXNeyOMudnNSL5cfpG2
features/mel_dd_2c_coswara/long/vK2bLRNzllXNeyOMudnNSL5cfpG2_deep.npy,long,test,vK2bLRNzllXNeyOMudnNSL5cfpG2
features/mel_dd_2c_coswara/short/20200413_vK2bLRNzllXNeyOMudnNSL5cfpG2_shallow.npy,short,test,vK2bLRNzllXNeyOMudnNSL5cfpG2
features/mel_dd_2c_coswara/long/20200413_w1TDsR75t5PsGyAksqF3kMQ6DXT2_deep.npy,long,test,w1TDsR75t5PsGyAksqF3kMQ6DXT2
features/mel_dd_2c_coswara/long/w1TDsR75t5PsGyAksqF3kMQ6DXT2_deep.npy,long,test,w1TDsR75t5PsGyAksqF3kMQ6DXT2
features/mel_dd_2c_coswara/short/20200413_w1TDsR75t5PsGyAksqF3kMQ6DXT2_shallow.npy,short,test,w1TDsR75t5PsGyAksqF3kMQ6DXT2
features/mel_dd_2c_coswara/long/20200413_wawUd75qJgXdQz6qxRATEzuKvMn1_deep.npy,long,train,wawUd75qJgXdQz6qxRATEzuKvMn1
features/mel_dd_2c_coswara/long/wawUd75qJgXdQz6qxRATEzuKvMn1_deep.npy,long,train,wawUd75qJgXdQz6qxRATEzuKvMn1
features/mel_dd_2c_coswara/short/20200413_wawUd75qJgXdQz6qxRATEzuKvMn1_shallow.npy,short,train,wawUd75qJgXdQz6qxRATEzuKvMn1
features/mel_dd_2c_coswara/long/20200413_xyDgyXrDoyXu5CFqcNe20LRjYqg1_deep.npy,long,train,xyDgyXrDoyXu5CFqcNe20LRjYqg1
features/mel_dd_2c_coswara/long/xyDgyXrDoyXu5CFqcNe20LRjYqg1_deep.npy,long,train,xyDgyXrDoyXu5CFqcNe20LRjYqg1
features/mel_dd_2c_coswara/short/20200413_xyDgyXrDoyXu5CFqcNe20LRjYqg1_shallow.npy,short,train,xyDgyXrDoyXu5CFqcNe20LRjYqg1
features/mel_dd_2c_coswara/long/20200413_zvXkuEaPb0OEgG4EHx59NqdmamR2_deep.npy,long,test,zvXkuEaPb0OEgG4EHx59NqdmamR2
features/mel_dd_2c_coswara/long/zvXkuEaPb0OEgG4EHx59NqdmamR2_deep.npy,long,test,zvXkuEaPb0OEgG4EHx59NqdmamR2
features/mel_dd_2c_coswara/short/20200413_zvXkuEaPb0OEgG4EHx59NqdmamR2_shallow.npy,short,test,zvXkuEaPb0OEgG4EHx59NqdmamR2
features/mel_dd_2c_coswara/long/20200415_269e2kDksfRXKVHNXf4ACl9JUVm1_deep.npy,long,train,269e2kDksfRXKVHNXf4ACl9JUVm1
features/mel_dd_2c_coswara/long/269e2kDksfRXKVHNXf4ACl9JUVm1_deep.npy,long,train,269e2kDksfRXKVHNXf4ACl9JUVm1
features/mel_dd_2c_coswara/short/20200415_269e2kDksfRXKVHNXf4ACl9JUVm1_shallow.npy,short,train,269e2kDksfRXKVHNXf4ACl9JUVm1
features/mel_dd_2c_coswara/long/20200415_26xevAvhh4PSIz1ls0QAwwfz89i1_deep.npy,long,train,26xevAvhh4PSIz1ls0QAwwfz89i1
features/mel_dd_2c_coswara/long/26xevAvhh4PSIz1ls0QAwwfz89i1_deep.npy,long,train,26xevAvhh4PSIz1ls0QAwwfz89i1
features/mel_dd_2c_coswara/short/20200415_26xevAvhh4PSIz1ls0QAwwfz89i1_shallow.npy,short,train,26xevAvhh4PSIz1ls0QAwwfz89i1
features/mel_dd_2c_coswara/long/20200415_2SLFvRD3jTUJc8iOMnN2XHG3uXv1_deep.npy,long,train,2SLFvRD3jTUJc8iOMnN2XHG3uXv1
features/mel_dd_2c_coswara/long/2SLFvRD3jTUJc8iOMnN2XHG3uXv1_deep.npy,long,train,2SLFvRD3jTUJc8iOMnN2XHG3uXv1
features/mel_dd_2c_coswara/short/20200415_2SLFvRD3jTUJc8iOMnN2XHG3uXv1_shallow.npy,short,train,2SLFvRD3jTUJc8iOMnN2XHG3uXv1
features/mel_dd_2c_coswara/long/20200415_2j94Kg8TewQwjwbrRyto6seGsut1_deep.npy,long,val,2j94Kg8TewQwjwbrRyto6seGsut1
features/mel_dd_2c_coswara/long/2j94Kg8TewQwjwbrRyto6seGsut1_deep.npy,long,val,2j94Kg8TewQwjwbrRyto6seGsut1
features/mel_dd_2c_coswara/short/20200415_2j94Kg8TewQwjwbrRyto6seGsut1_shallow.npy,short,val,2j94Kg8TewQwjwbrRyto6seGsut1
features/mel_dd_2c_coswara/long/20200415_33uBb3ZF1NekffyAZpRdmyP0KHH2_deep.npy,long,val,33uBb3ZF1NekffyAZpRdmyP0KHH2
features/mel_dd_2c_coswara/long/33uBb3ZF1NekffyAZpRdmyP0KHH2_deep.npy,long,val,33uBb3ZF1NekffyAZpRdmyP0KHH2
features/mel_dd_2c_coswara/short/20200415_33uBb3ZF1NekffyAZpRdmyP0KHH2_shallow.npy,short,val,33uBb3ZF1NekffyAZpRdmyP0KHH2
features/mel_dd_2c_coswara/long/20200415_3Hi3v8KLYxXvAp9v1fuhKtaU44G2_deep.npy,long,test,3Hi3v8KLYxXvAp9v1fuhKtaU44G2
features/mel_dd_2c_coswara/long/3Hi3v8KLYxXvAp9v1fuhKtaU44G2_deep.npy,long,test,3Hi3v8KLYxXvAp9v1fuhKtaU44G2
features/mel_dd_2c_coswara/short/20200415_3Hi3v8KLYxXvAp9v1fuhKtaU44G2_shallow.npy,short,test,3Hi3v8KLYxXvAp9v1fuhKtaU44G2
features/mel_dd_2c_coswara/long/20200415_3LCqXTY14jROmsMpG3XkEiMJ9cD3_deep.npy,long,val,3LCqXTY14jROmsMpG3XkEiMJ9cD3
features/mel_dd_2c_coswara/long/3LCqXTY14jROmsMpG3XkEiMJ9cD3_deep.npy,long,val,3LCqXTY14jROmsMpG3XkEiMJ9cD3
features/mel_dd_2c_coswara/short/20200415_3LCqXTY14jROmsMpG3XkEiMJ9cD3_shallow.npy,short,val,3LCqXTY14jROmsMpG3XkEiMJ9cD3
features/mel_dd_2c_coswara/long/20200415_3OQBJD8fnBepqWPGQT3eTozrhLn1_deep.npy,long,train,3OQBJD8fnBepqWPGQT3eTozrhLn1
features/mel_dd_2c_coswara/long/3OQBJD8fnBepqWPGQT3eTozrhLn1_deep.npy,long,train,3OQBJD8fnBepqWPGQT3eTozrhLn1
features/mel_dd_2c_coswara/short/20200415_3OQBJD8fnBepqWPGQT3eTozrhLn1_shallow.npy,short,train,3OQBJD8fnBepqWPGQT3eTozrhLn1
features/mel_dd_2c_coswara/long/20200415_3PIiY2eRLVUN4Tba0a8ZN5W6frA3_deep.npy,long,train,3PIiY2eRLVUN4Tba0a8ZN5W6frA3
features/mel_dd_2c_coswara/long/3PIiY2eRLVUN4Tba0a8ZN5W6frA3_deep.npy,long,train,3PIiY2eRLVUN4Tba0a8ZN5W6frA3
features/mel_dd_2c_coswara/short/20200415_3PIiY2eRLVUN4Tba0a8ZN5W6frA3_shallow.npy,short,train,3PIiY2eRLVUN4Tba0a8ZN5W6frA3
features/mel_dd_2c_coswara/long/20200415_4EAxuOcgN5d81JCmqo2YxXlxYNL2_deep.npy,long,train,4EAxuOcgN5d81JCmqo2YxXlxYNL2
features/mel_dd_2c_coswara/long/4EAxuOcgN5d81JCmqo2YxXlxYNL2_deep.npy,long,train,4EAxuOcgN5d81JCmqo2YxXlxYNL2
features/mel_dd_2c_coswara/short/20200415_4EAxuOcgN5d81JCmqo2YxXlxYNL2_shallow.npy,short,train,4EAxuOcgN5d81JCmqo2YxXlxYNL2
features/mel_dd_2c_coswara/long/20200415_5CuTYRsGM5QRNjG7HejSHQh7ULi1_deep.npy,long,train,5CuTYRsGM5QRNjG7HejSHQh7ULi1
features/mel_dd_2c_coswara/long/5CuTYRsGM5QRNjG7HejSHQh7ULi1_deep.npy,long,train,5CuTYRsGM5QRNjG7HejSHQh7ULi1
features/mel_dd_2c_coswara/short/20200415_5CuTYRsGM5QRNjG7HejSHQh7ULi1_shallow.npy,short,train,5CuTYRsGM5QRNjG7HejSHQh7ULi1
features/mel_dd_2c_coswara/long/20200415_5JO89F9hCpVbVFy7jFqPKtVRyIV2_deep.npy,long,train,5JO89F9hCpVbVFy7jFqPKtVRyIV2
features/mel_dd_2c_coswara/long/5JO89F9hCpVbVFy7jFqPKtVRyIV2_deep.npy,long,train,5JO89F9hCpVbVFy7jFqPKtVRyIV2
features/mel_dd_2c_coswara/short/20200415_5JO89F9hCpVbVFy7jFqPKtVRyIV2_shallow.npy,short,train,5JO89F9hCpVbVFy7jFqPKtVRyIV2
features/mel_dd_2c_coswara/long/20200415_5eEXozx61BXKT71PLRaQASRcC832_deep.npy,long,val,5eEXozx61BXKT71PLRaQASRcC832
features/mel_dd_2c_coswara/long/5eEXozx61BXKT71PLRaQASRcC832_deep.npy,long,val,5eEXozx61BXKT71PLRaQASRcC832
features/mel_dd_2c_coswara/short/20200415_5eEXozx61BXKT71PLRaQASRcC832_shallow.npy,short,val,5eEXozx61BXKT71PLRaQASRcC832
features/mel_dd_2c_coswara/long/20200415_6IBOagmXVWPJaN48oiaAigwiDbw2_deep.npy,long,train,6IBOagmXVWPJaN48oiaAigwiDbw2
features/mel_dd_2c_coswara/long/6IBOagmXVWPJaN48oiaAigwiDbw2_deep.npy,long,train,6IBOagmXVWPJaN48oiaAigwiDbw2
features/mel_dd_2c_coswara/short/20200415_6IBOagmXVWPJaN48oiaAigwiDbw2_shallow.npy,short,train,6IBOagmXVWPJaN48oiaAigwiDbw2
features/mel_dd_2c_coswara/long/20200415_6VbC2mWfKiWVQPL1tHVmG5eCkua2_deep.npy,long,train,6VbC2mWfKiWVQPL1tHVmG5eCkua2
features/mel_dd_2c_coswara/long/6VbC2mWfKiWVQPL1tHVmG5eCkua2_deep.npy,long,train,6VbC2mWfKiWVQPL1tHVmG5eCkua2
features/mel_dd_2c_coswara/short/20200415_6VbC2mWfKiWVQPL1tHVmG5eCkua2_shallow.npy,short,train,6VbC2mWfKiWVQPL1tHVmG5eCkua2
features/mel_dd_2c_coswara/long/20200415_6sUnPQNXQCYawfmLL8Pg91UxoiI3_deep.npy,long,train,6sUnPQNXQCYawfmLL8Pg91UxoiI3
features/mel_dd_2c_coswara/long/6sUnPQNXQCYawfmLL8Pg91UxoiI3_deep.npy,long,train,6sUnPQNXQCYawfmLL8Pg91UxoiI3
features/mel_dd_2c_coswara/short/20200415_6sUnPQNXQCYawfmLL8Pg91UxoiI3_shallow.npy,short,train,6sUnPQNXQCYawfmLL8Pg91UxoiI3
features/mel_dd_2c_coswara/long/20200415_779c1GiOSsSsxsi1PrMGXwOrIuo2_deep.npy,long,train,779c1GiOSsSsxsi1PrMGXwOrIuo2
features/mel_dd_2c_coswara/long/779c1GiOSsSsxsi1PrMGXwOrIuo2_deep.npy,long,train,779c1GiOSsSsxsi1PrMGXwOrIuo2
features/mel_dd_2c_coswara/short/20200415_779c1GiOSsSsxsi1PrMGXwOrIuo2_shallow.npy,short,train,779c1GiOSsSsxsi1PrMGXwOrIuo2
features/mel_dd_2c_coswara/long/20200415_78UvO8TmtycKb98kr2eXeDdLpST2_deep.npy,long,train,78UvO8TmtycKb98kr2eXeDdLpST2
features/mel_dd_2c_coswara/long/78UvO8TmtycKb98kr2eXeDdLpST2_deep.npy,long,train,78UvO8TmtycKb98kr2eXeDdLpST2
features/mel_dd_2c_coswara/short/20200415_78UvO8TmtycKb98kr2eXeDdLpST2_shallow.npy,short,train,78UvO8TmtycKb98kr2eXeDdLpST2
features/mel_dd_2c_coswara/long/20200415_7yQ29b3Q1KfOIk5K1MSeGTsWqGB2_deep.npy,long,val,7yQ29b3Q1KfOIk5K1MSeGTsWqGB2
features/mel_dd_2c_coswara/long/7yQ29b3Q1KfOIk5K1MSeGTsWqGB2_deep.npy,long,val,7yQ29b3Q1KfOIk5K1MSeGTsWqGB2
features/mel_dd_2c_coswara/short/20200415_7yQ29b3Q1KfOIk5K1MSeGTsWqGB2_shallow.npy,short,val,7yQ29b3Q1KfOIk5K1MSeGTsWqGB2
features/mel_dd_2c_coswara/long/20200415_85XodgEaKrPebeSPsJo2UFaDlWj1_deep.npy,long,val,85XodgEaKrPebeSPsJo2UFaDlWj1
features/mel_dd_2c_coswara/long/85XodgEaKrPebeSPsJo2UFaDlWj1_deep.npy,long,val,85XodgEaKrPebeSPsJo2UFaDlWj1
features/mel_dd_2c_coswara/short/20200415_85XodgEaKrPebeSPsJo2UFaDlWj1_shallow.npy,short,val,85XodgEaKrPebeSPsJo2UFaDlWj1
features/mel_dd_2c_coswara/long/20200415_95XA3QmnULQ1KPlcdw4RDDKnBhH2_deep.npy,long,test,95XA3QmnULQ1KPlcdw4RDDKnBhH2
features/mel_dd_2c_coswara/long/95XA3QmnULQ1KPlcdw4RDDKnBhH2_deep.npy,long,test,95XA3QmnULQ1KPlcdw4RDDKnBhH2
features/mel_dd_2c_coswara/short/20200415_95XA3QmnULQ1KPlcdw4RDDKnBhH2_shallow.npy,short,test,95XA3QmnULQ1KPlcdw4RDDKnBhH2
features/mel_dd_2c_coswara/long/20200415_9LGZxIxgbgSheKov7FzsNcFIu4v1_deep.npy,long,train,9LGZxIxgbgSheKov7FzsNcFIu4v1
features/mel_dd_2c_coswara/long/9LGZxIxgbgSheKov7FzsNcFIu4v1_deep.npy,long,train,9LGZxIxgbgSheKov7FzsNcFIu4v1
features/mel_dd_2c_coswara/short/20200415_9LGZxIxgbgSheKov7FzsNcFIu4v1_shallow.npy,short,train,9LGZxIxgbgSheKov7FzsNcFIu4v1
features/mel_dd_2c_coswara/long/20200415_9esRO6MV7jhuNNWR9i0j6gBrkXG2_deep.npy,long,train,9esRO6MV7jhuNNWR9i0j6gBrkXG2
